15334	42660	1
10518	3701	1
21999	21997	1
24054	21997	1
21997	7353	1
21997	22006	1
9785	21997	1
35611	21997	1
21997	26781	1
27783	21997	1
21997	7913	1
21997	23248	1
28929	26413	1
26413	10059	1
14684	26413	1
15495	26413	1
10255	26413	1
7353	26413	1
18768	26413	1
5492	26413	1
48555	26616	1
26616	28775	1
5494	26616	1
26616	38049	1
3761	26616	1
26616	6731	1
5935	26616	1
27985	26616	1
27057	26616	1
26616	5397	1
14828	21989	1
3415	21989	1
33378	21989	1
21942	21989	1
18419	21989	1
21989	20381	1
30723	22745	1
34908	22745	1
22741	22745	1
31048	22745	1
35611	21992	1
9786	21992	1
26936	21996	1
21996	7323	1
21996	31046	1
52192	21996	1
965	21996	1
21996	13773	1
21996	21353	1
37860	21996	1
26558	21996	1
21996	48114	1
21996	48095	1
21996	26605	1
21996	5381	1
21996	4401	1
21996	6963	1
35114	21996	1
26615	32477	1
26615	29821	1
47119	16992	1
16992	3936	1
16992	10345	1
16992	9264	1
16992	8183	1
31978	16992	1
14495	16992	1
4650	16992	1
27952	16992	1
13097	16992	1
34499	16992	1
5123	16992	1
21274	16992	1
20374	16992	1
16992	2368	1
14621	16992	1
6731	16992	1
16992	19146	1
4738	16992	1
29821	16992	1
16992	7913	1
26680	21995	1
21995	53443	1
21995	3417	1
21995	14466	1
28131	28136	1
28021	28136	1
21990	47223	1
21990	14132	1
38351	38349	1
38351	38355	1
35378	31270	1
32721	26344	1
25259	26344	1
28216	26344	1
46477	26344	1
53483	26344	1
54029	26344	1
54030	26344	1
54031	26344	1
54032	26344	1
54033	26344	1
35202	26344	1
40983	26344	1
48159	26344	1
1365	26344	1
28786	26344	1
45815	26344	1
53252	26344	1
46970	26344	1
36648	26344	1
50438	26344	1
54623	26344	1
26344	27017	1
39400	26344	1
48246	26344	1
26344	40818	1
37571	26344	1
33381	26344	1
35206	26344	1
26344	17856	1
14484	26344	1
19516	26344	1
26344	54696	1
48525	26344	1
27774	26344	1
26060	26344	1
27893	26344	1
26077	26344	1
36322	26344	1
28638	26344	1
32482	26344	1
48625	26344	1
40030	26344	1
32435	26344	1
26344	27042	1
17176	26344	1
26025	26344	1
26344	28241	1
25961	26344	1
27295	26344	1
48227	26344	1
45575	26344	1
41405	26344	1
28984	26344	1
55010	26344	1
52383	26344	1
26983	26344	1
28078	26344	1
37738	26344	1
18391	26344	1
26344	26028	1
26014	26344	1
19545	26344	1
46952	26344	1
50458	26344	1
34220	26344	1
26344	47605	1
13916	26344	1
26783	26344	1
25971	26344	1
38257	26344	1
5298	26344	1
26344	8868	1
34685	26344	1
15167	26344	1
41254	26344	1
23034	26344	1
14554	26344	1
42957	26344	1
32306	26344	1
19690	26344	1
16194	26344	1
27139	26344	1
26109	26344	1
27027	26344	1
47603	26344	1
17144	26344	1
26344	47927	1
25330	26344	1
14613	26344	1
40965	26344	1
21834	26344	1
16195	26344	1
45571	26344	1
54226	26344	1
26664	26344	1
40980	26344	1
26702	26344	1
26344	49280	1
22331	26344	1
14499	26344	1
11078	26344	1
27099	26344	1
54621	26344	1
25335	26344	1
26344	44927	1
26405	26344	1
21828	26344	1
51443	26344	1
27297	26344	1
15408	26344	1
