44720	35016	1
39242	50899	1
4143	39242	1
50877	39242	1
14828	39242	1
50885	39242	1
50875	39242	1
39242	50893	1
39242	50890	1
50896	39242	1
50887	39242	1
50892	39242	1
50895	39242	1
50881	39242	1
50872	39242	1
50873	39242	1
39242	50874	1
50876	39242	1
50880	39242	1
39242	50888	1
39242	50879	1
50894	39242	1
50883	39242	1
50889	39242	1
21369	39242	1
39242	50882	1
39242	50886	1
39242	50884	1
49721	39242	1
49722	39242	1
18869	36115	1
36115	18872	1
36115	5285	1
16409	7057	1
16409	35914	1
16409	35907	1
16409	35924	1
16409	35913	1
16409	35905	1
16409	35906	1
16409	35927	1
16409	35916	1
16409	35930	1
16409	35922	1
35931	16409	1
20531	16409	1
16409	20729	1
35932	16409	1
16409	35918	1
16409	35917	1
16409	35911	1
16409	35912	1
16409	35915	1
35908	16409	1
16409	35910	1
35926	16409	1
16409	35919	1
35920	16409	1
16409	35921	1
35923	16409	1
16409	35925	1
16409	16407	1
35904	16409	1
5743	36224	1
47531	36224	1
36224	1443	1
2185	36224	1
3861	36224	1
47529	36224	1
3977	36224	1
4254	36224	1
47523	36224	1
47542	36224	1
4455	36224	1
4728	36224	1
17915	36224	1
10801	36224	1
6477	35029	1
35029	36712	1
21942	35029	1
35029	36714	1
53504	35029	1
35029	53503	1
35029	36713	1
35029	45197	1
35029	45206	1
54872	35029	1
35029	53502	1
35029	45207	1
35027	3701	1
49321	35027	1
35027	19771	1
3762	35017	1
36091	35017	1
36089	35017	1
35017	36093	1
35017	36095	1
35017	36096	1
35017	36094	1
14552	35017	1
35017	36092	1
32536	35017	1
35017	36103	1
35017	36097	1
35017	36099	1
35017	13774	1
35017	36101	1
35017	36090	1
30947	35017	1
36088	35017	1
36100	35017	1
35017	36102	1
35017	19614	1
35017	36098	1
36104	35017	1
