4291 Quenya
4846 Valar
4858 Varda
1855 Dark_Lord
3990 Morgoth
1269 Arda
1079 Ainur
4858 Varda
17469 Veil_of_Arda
4808 Ulmo
3530 Ilmarin
4597 Taniquetil
2491 Ñoldor
2490 Vanyar
3531 Ilúvatar
1345 Aulë
4808 Ulmo
1269 Arda
4858 Varda
20116 Mandos
2338 Fëanor
1862 Darkening_of_Valinor
2378 Finwë
4490 Silmarils
2492 Noldor
2076 Eldar
1345 Aulë
1340 Atani
4701 Thorondor
4875 Void
4853 Valinor
4291 Quenya
7680 Man
20090 -wë
4848 Valarin
16262 Mānawenūz
20116 Mandos
4578 Súlimo
4496 Sindarin
4496 Sindarin
1059 Adûnaic
2262 Eriol
7982 Qenya
