1269 Arda
2145 Elves
1079 Ainur
2008 Eä
13543 Incarnate
4426 Sauron
1941 Downfall_of_Númenor
1079 Ainur
3531 Ilúvatar
3990 Morgoth
3990 Morgoth
2585 Gandalf
35108 MEN
2337 Fëa_and_hröa
996 Middle-earth
13154 Unseen
4565 Straight_Road
1104 Aman
2913 Halls_of_Mandos
20116 Mandos
5199 Glorfindel
3832 Lúthien
13120 Estel_(philosophical_concept)
2653 Gift_of_Men
4771 Tuor
4361 Rings_of_Power
4068 Nazgûl
3462 Hobbits
2717 Gollum
4194 The_One_Ring
1170 Andreth
2346 Finrod
13130 Second_Music_of_the_Ainur
