2145 Elves
35108 MEN
2076 Eldar
1351 Avari
2378 Finwë
3427 High_King_of_the_Noldor
3963 Míriel
2338 Fëanor
20116 Mandos
2265 Eru
3838 Maeglin
3526 Idril
2338 Fëanor
4081 Nerdanel
2213 Eöl
5041 Aredhel
2725 Gondolin
4490 Silmarils
4846 Valar
1707 Celegorm
3832 Lúthien
3838 Maeglin
3526 Idril
3546 Indis
2378 Finwë
4775 Turgon
2133 Thingol
998 Siege_of_Angband
3500 Huan
20442 Beren
1805 Curufin
4671 Teleri
996 Middle-earth
4853 Valinor
4846 Valar
2816 Grey_Havens
1734 Círdan
10716 Fëar
1734 Círdan
3846 Mahtan
1907 Dol_Amroth
2392 First_Age
2772 Great_Journey
4846 Valar
2854 Gwindor
4052 Nargothrond
3990 Morgoth
1192 Angband
3531 Ilúvatar
2337 Fëa_and_hröa
2337 Fëa_and_hröa
2489 Melkor
2913 Halls_of_Mandos
1941 Downfall_of_Númenor
3832 Lúthien
5199 Glorfindel
2725 Gondolin
