3990 Morgoth
2392 First_Age
996 Middle-earth
2392 First_Age
3990 Morgoth
996 Middle-earth
10873 Fall_of_Gondolin
4808 Ulmo
21306 Eärendil
4490 Silmarils
4853 Valinor
4846 Valar
2145 Elves
35108 MEN
996 Middle-earth
4846 Valar
21306 Eärendil
2490 Vanyar
2492 Noldor
4853 Valinor
2316 Falmari
996 Middle-earth
4671 Teleri
1461 Beleriand
3990 Morgoth
1187 Anfauglith
4501 Sirion
1401 Balrogs
4203 Orcs
1944 Dragons
1162 Ancalagon
21306 Eärendil
4867 Vingilótë
2009 Eagles
4680 Thangorodrim
2216 Eönwë
3836 Maedhros
3839 Maglor
1917 Door_of_Night
4906 Walls_of_the_World
2246 Ered_Luin
4122 Nogrod
1457 Belegost
4146 Númenor
2048 Edain
4426 Sauron
4853 Valinor
996 Middle-earth
996 Middle-earth
16261 Siege_of_Utumno
