2725 Gondolin
10873 Fall_of_Gondolin
9142 House_of_the_King
3977 Moon
4580 Sun
9144 Scarlet_Heart
4775 Turgon
9034 House_of_the_Heavenly_Arch
8908 Egalmoth
8905 House_of_the_Tree
8907 Galdor_of_the_Tree
3493 House_of_the_Golden_Flower
4580 Sun
9040 House_of_the_Fountain
2047 Ecthelion
8988 House_of_the_Swallow
8904 Duilin_of_Gondolin
9064 House_of_the_Harp
8895 Salgant
8896 House_of_the_Mole
3838 Maeglin
8930 House_of_the_Pillar
8900 Penlod
8961 House_of_the_Tower_of_Snow
8900 Penlod
9066 House_of_the_Wing
4771 Tuor
8914 House_of_the_Hammer_of_Wrath
14125 Stricken_Anvil
6216 Rog
