4291 Quenya
1269 Arda
4846 Valar
1079 Ainur
2216 Eönwë
3867 Manwë
3528 Ilmarë
4858 Varda
4228 Ossë
4800 Uinen
4808 Ulmo
1807 Curumo
996 Middle-earth
4425 Saruman
1345 Aulë
24148 Mairon
4426 Sauron
1081 Aiwendil
4296 Radagast
4886 Yavanna
4187 Olórin
2585 Gandalf
3867 Manwë
4858 Varda
4090 Nienna
1526 Blue_Wizards
1401 Balrogs
3990 Morgoth
3902 Melian
4857 Vána
2276 Estë
4291 Quenya
1298 Arien
4296 Radagast
1526 Blue_Wizards
4425 Saruman
2216 Eönwë
1986 Durin's_Bane
2755 Gothmog_(balrog)
3528 Ilmarë
4426 Sauron
3902 Melian
2585 Gandalf
4228 Ossë
1526 Blue_Wizards
4413 Salmar
4720 Tilion
4800 Uinen
3902 Melian
3832 Lúthien
1900 Dior
2173 Elwing
2128 Elrond
2130 Elros
1324 Arwen
2121 Elladan
2127 Elrohir
2079 Eldarion
40866 Dryads
31642 Mermaids
