13016 Sigin-tarâg
3613 Khuzdul
1997 Dwarves
1978 House_of_Durin
1977 Durin
1998 Fathers_of_the_Dwarves
2843 Gundabad
3968 Misty_Mountains
1356 Azanulbizar
3611 Kheled-zâram
3609 Moria
2392 First_Age
3561 Iron_Hills
4176 Old_Forest_Road
2817 Grey_Mountains
35108 MEN
4334 Rhovanion
2261 Eriador
3990 Morgoth
4203 Orcs
3964 Mirkwood
2884 House_of_Hador
1001 War_of_Wrath
4680 Thangorodrim
4122 Nogrod
1457 Belegost
1524 Blue_Mountains
4437 Second_Age
2492 Noldor
2252 Eregion
2145 Elves
1997 Dwarves
4426 Sauron
4361 Rings_of_Power
1980 Durin_III
1023 War_of_the_Elves_and_Sauron
7094 Sack_of_Eregion
1861 Dark_Years
1007 Battle_of_Dagorlad
3689 Last_Alliance_of_Elves_and_Men
1038 War_of_the_Last_Alliance
1983 Durin_VI
4690 Third_Age
3974 Mithril
1401 Balrogs
1983 Durin_VI
4033 Náin_I
4705 Thráin_I
2236 Lonely_Mountain
3628 King_under_the_Mountain
4697 Thorin_I
1944 Dragons
15062 War_of_the_Dwarves_and_Dragons
1842 Dáin_I
2464 Frór
1758 Cold-drakes
7022 Dáin's_Halls
2836 Grór
4715 Thrór
1550 Borin
4510 Smaug
7017 Sack_of_Erebor
1974 Dunland
4048 Nár
1357 Azog
4706 Thráin
1037 War_of_the_Dwarves_and_Orcs
2670 Gladden_River
4203 Orcs
1024 Battle_of_Azanulbizar
1843 Dáin_Ironfoot
4698 Thorin
1400 Balin
2833 Glóin
2246 Ered_Luin
3715 Lhûn
1911 Dol_Guldur
2585 Gandalf
4447 Seven_Rings
1493 Bilbo_Baggins
4471 The_Shire
1012 Battle_of_Five_Armies
4344 War_of_the_Ring
21837 Kingdom_of_Dale
1008 Battle_of_Dale
4699 Thorin_Stonehelm
1984 Durin_VII
2663 Gimli
2689 Glittering_Caves
2690 Lord_of_the_Glittering_Caves
