2160 Elves_of_Mirkwood
4364 Rivendell
1789 White_Council
1911 Dol_Guldur
1008 Battle_of_Dale
1911 Dol_Guldur
4715 Thrór
2236 Lonely_Mountain
1997 Dwarves
2236 Lonely_Mountain
7017 Sack_of_Erebor
37307 Tauriel
1758 Cold-drakes
4698 Thorin
7218 Elvenking's_Halls
4695 Thorin_and_Company
2236 Lonely_Mountain
4510 Smaug
2000 Dwarves_of_Erebor
13154 Unseen
4534 Spiders
45559 Narzug
4203 Orcs
4426 Sauron
4510 Smaug
2843 Gundabad
1844 Dale
1429 Bard
2274 Lake-town
1843 Dáin_Ironfoot
1012 Battle_of_Five_Armies
37307 Tauriel
3706 Legolas
4310 Ravenhill
4303 Rangers_of_the_North
4572 Strider_(Aragorn)
1967 Dúnedain
3615 Kíli
