1104 Aman
1461 Beleriand
2244 Ered_Gorgoroth
2251 Ered_Wethrin
2248 Ered_Lómin
14931 Mountains_of_Mithrim
2243 Ered_Engrin
3562 Iron_Mountains
2246 Ered_Luin
1524 Blue_Mountains
996 Middle-earth
2246 Ered_Luin
1524 Blue_Mountains
3968 Misty_Mountains
3968 Misty_Mountains
4947 White_Mountains
4947 White_Mountains
2247 Ered_Lithui
13384 Mountains_of_Ash
2233 Ephel_Dúath
2817 Grey_Mountains
2817 Grey_Mountains
7018 Mountains_of_Angmar
4212 Orocarni
4597 Taniquetil
3519 Hyarmentir
1461 Beleriand
4013 Rerir
1912 Dolmed
996 Middle-earth
4215 Orodruin
4010 Mount_Doom
2843 Gundabad
2236 Lonely_Mountain
2236 Lonely_Mountain
3996 Mountains_of_Moria
2321 Fanuidhol
4492 Celebdil
1676 Caradhras
4146 Númenor
3923 Meneltarma
2246 Ered_Luin
