4068 Nazgûl
1199 Angmar
4426 Sauron
4995 Wraiths
4361 Rings_of_Power
7094 Sack_of_Eregion
4108 Nine_Rings
35108 MEN
4068 Nazgûl
4146 Númenor
3983 Mordor
4690 Third_Age
4426 Sauron
1911 Dol_Guldur
1199 Angmar
7416 Appendix_B
1687 Carn_Dûm
3968 Misty_Mountains
4203 Orcs
4426 Sauron
1967 Dúnedain
1304 Arnor
1684 Cardolan
4335 Rhudaur
1316 Arthedain
3859 Malvegil
3859 Malvegil
1291 Argeleb_I
1321 Arveleg_I
1321 Arveleg_I
19863 Amon_Sûl-stone
2437 Fornost
1256 Araphor
1734 Círdan
3728 Lindon
4131 North_Downs
2128 Elrond
2145 Elves
4364 Rivendell
3823 Lothlórien
1316 Arthedain
1684 Cardolan
5421 Barrow-wights
1436 Barrow-downs
1319 Arvedui
2021 Eärnil_II
2730 Gondor
2437 Fornost
4131 North_Downs
4240 Palantíri
19863 Amon_Sûl-stone
1215 Annúminas-stone
10880 Forod
1304 Arnor
2022 Eärnur
3728 Lindon
3462 Hobbits
1013 Battle_of_Fornost
4079 Nenuial
4364 Rivendell
5199 Glorfindel
3983 Mordor
7416 Appendix_B
3944 Minas_Ithil
3945 Minas_Morgul
3590 Ithil-stone
2730 Gondor
3587 Ithilien
3874 Mardil
4226 Osgiliath
1554 Boromir_(Steward_of_Gondor)
4395 Ruling_Steward
2730 Gondor
1911 Dol_Guldur
2717 Gollum
4194 The_One_Ring
2670 Gladden_River
3606 Khamûl
4471 The_Shire
1045 Anduin
4425 Saruman
3567 Isengard
4068 Nazgûl
2585 Gandalf
4377 Rohan
2826 Gríma
3956 Minhiriath
1589 Bree
4422 Sarn_Ford
1967 Dúnedain
4303 Rangers_of_the_North
2423 Aragorn
1378 Frodo_Baggins
4925 Weathertop
2805 Greenway
4858 Varda
3691 Last_Bridge
5199 Glorfindel
1327 Asfaloth
1622 Ford_of_Bruinen
1621 Bruinen
2128 Elrond
3983 Mordor
3945 Minas_Morgul
2730 Gondor
4226 Osgiliath
4299 Rammas_Echor
4252 Pelennor_Fields
5807 Fell_beasts
2324 Faramir
4395 Ruling_Steward
1884 Denethor
1509 Black_Breath
3947 Minas_Tirith
2834 Grond_(battering_ram)
4453 Shadowfax
2488 Rohirrim
2478 Théoden
4517 Snowmane
1889 Dernhelm
46849 Éowyn
1578 Meriadoc_Brandybuck
13019 Daggers_of_Westernesse
46849 Éowyn
1578 Meriadoc_Brandybuck
1020 Battle_of_the_Pelennor_Fields
2005 Dwimmerlaik
4978 Wizards
3848 Maiar
2204 Ents
1510 Black_Númenóreans
3577 Isilmo
1747 Tar-Ciryatan
4068 Nazgûl
1578 Meriadoc_Brandybuck
46849 Éowyn
1415 Barad-dûr
3945 Minas_Morgul
1199 Angmar
4068 Nazgûl
2585 Gandalf
5199 Glorfindel
2494 Peregrin_Took
1378 Frodo_Baggins
4925 Weathertop
1020 Battle_of_the_Pelennor_Fields
2834 Grond_(battering_ram)
2324 Faramir
2488 Rohirrim
13019 Daggers_of_Westernesse
1436 Barrow-downs
2478 Théoden
45848 High_Fells_of_Rhudaur
4296 Radagast
1911 Dol_Guldur
4978 Wizards
3992 Morgul-knife
32162 Attack_on_Dol_Guldur
4425 Saruman
2128 Elrond
1789 White_Council
3983 Mordor
2539 Galadriel
2541 Phial_of_Galadriel
4426 Sauron
18656 14_December
2717 Gollum
4426 Sauron
22835 Mordirith
4068 Nazgûl
4303 Rangers_of_the_North
4422 Sarn_Ford
31235 Agandaûr
2437 Fornost
4068 Nazgûl
