4377 Rohan
2320 Fangorn_Forest
1045 Anduin
3722 Limlight
4437 Second_Age
2145 Elves
3823 Lothlórien
3722 Limlight
2730 Gondor
1658 Calenardhon
1038 War_of_the_Last_Alliance
3573 Isildur
3919 Meneldil
1116 Amon_Anwar
2091 Elendil
1397 Balchoth
1045 Anduin
1618 Brown_Lands
3968 Misty_Mountains
4395 Ruling_Steward
1736 Cirion
1034 Field_of_Celebrant
2218 Eorl
2030 Easterlings
2218 Eorl
2488 Rohirrim
4344 War_of_the_Ring
4203 Orcs
18465 July
4068 Nazgûl
3462 Hobbits
18498 September
3567 Isengard
18110 February
2350 Fellowship_of_the_Ring
1045 Anduin
4830 Uruk-hai
1578 Meriadoc_Brandybuck
2494 Peregrin_Took
11509 Three_Hunters
2423 Aragorn
3706 Legolas
2663 Gimli
2477 Éomer
1911 Dol_Guldur
18268 11_March
2204 Ents
18293 12_March
